ID,Area(m2),Area(km2),Average Distance to Ambulance Station,<- Inverse,<- Percentage,Average Distance to Fire Station,<- Inverse,<- Percentage,Average Distance to Police Station,<- Inverse,<- Percentage,2008 Ambulance Calls,<- Per Area(km2),<- Percentage,2011 Fire Medical Calls + Fire Vehicle Incidents + Fires & Fire Alarms,<- Per Area(km2),<- Percentage,2011 Total Major Crime Incidents,<- Per Area(km2),<- Percentage,,,,,,,,
108,1831092.853,1.831092853,0.019487617,51.31463759,0.005134802,0.012817811,78.01644049,0.005719987,0.012711506,78.6688827,0.010362383,1090,595.2729257,0.008179857,718,392.1155602,0.008358384,259,141.4455851,0.008434075,,,,,,,,
109,1545070.308,1.545070308,0.015511047,64.47017962,0.006451211,0.011457248,87.28099317,0.006399243,0.019998207,50.00448178,0.006586665,519,335.907044,0.004615818,310,200.6381188,0.004276827,170,110.0273555,0.006560678,,,,,,,,
110,1751517.439,1.751517439,0.00629229,158.9246596,0.015902803,0.013002421,76.90875422,0.005638774,0.016312089,61.30422548,0.008075085,981,560.0857737,0.007696338,461,263.2003483,0.005610411,283,161.5741834,0.009634297,,,,,,,,
111,5072943.444,5.072943444,0.017110003,58.445343,0.005848336,0.011531695,86.71752374,0.006357931,0.02259999,44.24780645,0.005828387,1730,341.0248939,0.004686145,1052,207.3746754,0.004420424,404,79.63818333,0.004748642,,,,,,,,
112,1834376.262,1.834376262,0.009349513,106.9574381,0.010702701,0.011869751,84.24776271,0.006176854,0.009758409,102.4757231,0.013498256,854,465.5533425,0.006397334,540,294.3779917,0.006274998,222,121.0220633,0.007216267,,,,,,,,
113,2566779.019,2.566779019,0.008589578,116.4201493,0.011649587,0.007966158,125.5310211,0.009203648,0.030259907,33.04702792,0.004353004,1757,684.5154909,0.009406171,1066,415.3064959,0.008852724,554,215.834708,0.012869727,,,,,,,,
114,1782653.911,1.782653911,0.015526278,64.4069379,0.006444883,0.009983285,100.1674332,0.007344047,0.030012054,33.31994568,0.004388953,385,215.9701317,0.002967722,275,154.2643798,0.003288319,81,45.43787187,0.002709356,,,,,,,,
115,2130304.949,2.130304949,0.016035919,62.36000611,0.006240057,0.011715355,85.35806425,0.006258258,0.015407095,64.90516421,0.008549406,1281,601.3223603,0.008262985,718,337.0409483,0.007184406,302,141.7637415,0.008453046,,,,,,,,
116,4562931.34,4.56293134,0.018892239,52.93178989,0.005296622,0.010389363,96.25228815,0.007056998,0.063236311,15.81369917,0.002083004,868,190.2285911,0.002613999,473,103.6614327,0.00220966,205,44.92725941,0.002678909,,,,,,,,
117,7157284.144,7.157284144,0.01319037,75.81288283,0.00758622,0.017318218,57.74266152,0.00423356,0.049227424,20.31388029,0.002675775,2266,316.6005365,0.004350521,1367,190.9942336,0.004071257,367,51.27643288,0.003057496,,,,,,,,
118,5424200.908,5.424200908,0.023780193,42.05180359,0.004207916,0.011000656,90.9036704,0.006664849,0.035245886,28.3721057,0.003737216,1722,317.466117,0.004362415,1098,202.4261303,0.00431494,292,53.83281426,0.003209927,,,,,,,,
119,10267611.66,10.26761166,0.019843042,50.39549774,0.005042828,0.013175596,75.89789636,0.00556466,0.015792346,63.32181454,0.008340844,2782,270.9490866,0.003723208,1536,149.5966201,0.00318882,620,60.38405237,0.003600562,,,,,,,,
120,7399970.201,7.399970201,0.016627901,60.13988098,0.0060179,0.011195968,89.31787154,0.006548582,0.019006804,52.612739,0.006930229,2245,303.3796,0.004168847,1588,214.5954587,0.004574343,583,78.78410104,0.004697715,,,,,,,,
121,1879205.571,1.879205571,0.014938525,66.94101279,0.006698455,0.011951746,83.66978058,0.006134477,0.032468994,30.79861337,0.00405684,1773,943.4837931,0.012964747,736,391.6548628,0.008348563,376,200.0845495,0.011930581,,,,,,,,
122,6010997.495,6.010997495,0.010622791,94.13722279,0.009419845,0.013934685,71.76337497,0.005261527,0.038014488,26.3057604,0.003465034,1753,291.6321295,0.004007421,1117,185.8260631,0.003961091,411,68.37467498,0.004077024,,,,,,,,
123,7193795.69,7.19379569,0.016783816,59.58120538,0.005961996,0.011368865,87.95953043,0.006448992,0.043762513,22.85060738,0.003009916,1451,201.701586,0.002771653,679,94.38688965,0.002011963,289,40.17350679,0.002395454,,,,,,,,
124,3581986.964,3.581986964,0.011695621,85.50208681,0.00855577,0.011160132,89.60467131,0.00656961,0.018498168,54.05940672,0.007120786,1592,444.4460619,0.006107292,1182,329.9844505,0.007033989,461,128.6995192,0.007674056,,,,,,,,
125,1953532.964,1.953532964,0.014774353,67.68485875,0.006772888,0.014898111,67.12260489,0.004921276,0.00847725,117.9627762,0.015538234,1102,564.106171,0.007751584,513,262.6011486,0.005597638,173,88.55750235,0.00528048,,,,,,,,
126,6014128.475,6.014128475,0.013543078,73.83845747,0.007388649,0.010638427,93.99885699,0.006891781,0.016263368,61.48787771,0.008099276,2290,380.77005,0.005232297,1069,177.748115,0.003788901,419,69.66927989,0.004154219,,,,,,,,
127,7458887.342,7.458887342,0.011012537,90.80559916,0.009086466,0.013492531,74.11507642,0.005433948,0.029040726,34.43440143,0.004535751,2682,359.5710563,0.004940994,1398,187.4274186,0.003995226,546,73.20126649,0.004364823,,,,,,,,
128,7875891.84,7.87589184,0.014790401,67.61142107,0.00676554,0.012486278,80.08791948,0.005871863,0.024295626,41.15967137,0.005421614,1415,179.662193,0.002468802,916,116.3042889,0.002479157,380,48.24850414,0.002876947,,,,,,,,
129,7264406.834,7.264406834,0.018808415,53.16769248,0.005320228,0.011009383,90.8316146,0.006659566,0.03286927,30.42355325,0.004007436,1255,172.760148,0.002373959,632,86.99953271,0.001854493,296,40.74661659,0.002429627,,,,,,,,
130,9481110.241,9.481110241,0.020714333,48.27575085,0.004830715,0.017178374,58.21272603,0.004268024,0.049101911,20.36580615,0.002682615,1207,127.3057658,0.001749354,697,73.51459716,0.001567046,325,34.27868591,0.002043959,,,,,,,,
131,37545717.55,37.54571755,0.027261139,36.68225264,0.003670611,0.022522261,44.40051535,0.003255344,0.050238513,19.90504764,0.002621923,2376,63.28284968,0.000869592,1354,36.06270137,0.000768717,534,14.22266066,0.000848065,,,,,,,,
132,8869114.169,8.869114169,0.024200941,41.32070737,0.004134758,0.013438014,74.4157589,0.005455993,0.0241625,41.38644544,0.005451485,2095,236.2129927,0.003245887,1436,161.9101945,0.003451298,729,82.19535639,0.00490112,,,,,,,,
133,5469814.364,5.469814364,0.027127421,36.86306952,0.003688705,0.009579193,104.3929249,0.007653851,0.026939147,37.12070045,0.004889594,557,101.8316094,0.001399304,338,61.7936876,0.001317202,107,19.56190702,0.001166431,,,,,,,,
134,5249612.131,5.249612131,0.017587842,56.85745761,0.005689444,0.011988517,83.41314949,0.006115662,0.023020494,43.43955386,0.005721923,624,118.8659246,0.001633379,480,91.43532665,0.001949047,207,39.43148462,0.002351209,,,,,,,,
135,5741910.1,5.7419101,0.028015244,35.69485283,0.003571807,0.017944144,55.72848776,0.004085885,0.0291401,34.31697263,0.004520283,1231,214.3885882,0.00294599,734,127.8320258,0.002724883,330,57.47216419,0.003426933,,,,,,,,
136,9628154.503,9.628154503,0.014607325,68.45880603,0.006850333,0.014099885,70.92256531,0.00519988,0.014590216,68.53908144,0.009028071,2323,241.2715749,0.003315399,1561,162.128682,0.003455955,749,77.792686,0.004638599,,,,,,,,
137,12338051.94,12.33805194,0.022050773,45.34988313,0.004537938,0.013378673,74.7458313,0.005480194,0.02727843,36.65900093,0.004828779,3607,292.3476103,0.004017253,2192,177.6617582,0.00378706,808,65.48845832,0.003904926,,,,,,,,
138,3224275.68,3.22427568,0.013925397,71.81123828,0.007185795,0.011969863,83.54314405,0.006125192,0.032279071,30.97982612,0.004080709,1500,465.2207654,0.006392764,1019,316.0399733,0.006736747,492,152.5924111,0.009098734,,,,,,,,
139,3152021.453,3.152021453,0.01164163,85.89862654,0.00859545,0.021202737,47.16372203,0.003457936,0.051544727,19.40062657,0.00255548,1364,432.7381714,0.005946409,867,275.0615796,0.005863247,474,150.3796871,0.008966795,,,,,,,,
140,3805502.424,3.805502424,0.023684536,42.22164272,0.004224911,0.015496848,64.52925074,0.004731137,0.03036899,32.92832621,0.004337369,688,180.7908453,0.002484311,356,93.54875134,0.001994097,113,29.69384523,0.001770576,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sum,642767753.4,642.7677534,2.242936234,9993.499762,1,1.615230046,13639.26838,1,3.377365451,7591.775033,1,215064,72773.02112,1,134502,46912.84551,1,49158,16770.72967,1,,,,,,,,
